index,datetime,nonce,previous hash,transactions
20,04-26-2024-15:23:02,405af8191bb722a69dbbc11464457e051cd0fcbcdc9b0f095486c19e938a6af3,2704477c5998b183208809bf4ccef9b8a07337ee0b8ba10b61637cd675e61e7f,"['717a22c68f194780ae3cf3d08278d4fc:04-26-2024-15:23:02:Tamara:Steve:$240:tacos', '17ca5a0f7b9e49008ccf38566df5d55f:04-26-2024-15:23:02:Rebecca:Gary:$171:swim lessons', '5d19e7ffa51845ec85499f8b12ac8622:04-26-2024-15:23:02:Tyson:Alice:$21:drinks', '6ea32d445d284fe7a7f0feca1425e3bb:04-26-2024-15:23:02:Miguel:Tyson:$341:baby sitting', '4412360709f347e38b9f280fda2cc176:04-26-2024-15:23:02:Bob:Jerome:$121:power bill', '70a9db6bb86741729f7f09da8720fbbe:04-26-2024-15:23:02:Hugh:Rick:$15:piano lessons', '6fdedcbe2a7e4bd0b124800625ab8b87:04-26-2024-15:23:02:Juan:Jacob:$114:cell phone bill', 'd8be61158d004ce2ac2fa720ea3a0d6f:04-26-2024-15:23:02:Jerome:Tamara:$329:power bill', 'cd0ec3fff2ac41b68c514496b88a15a4:04-26-2024-15:23:02:Jerome:Rick:$323:food', 'f15d6fee98fe42ab80998e371c9ef58b:04-26-2024-15:23:02:Simy:Alice:$318:happy hour', 'e0a7299ee09842beb8cbe9a6012ea198:04-26-2024-15:23:02:Tamara:Rebecca:$71:services', '28b52b8ed3d64925aa736ac2aaca2661:04-26-2024-15:23:02:Susan:Anthony:$246:dog sitting', '7bdae2b0507a4afc8ff750ff5875a995:04-26-2024-15:23:02:Bob:Rebecca:$78:piano lessons', '9522f10cc3664c35bab9d64c0082a792:04-26-2024-15:23:02:Juan:Miguel:$105:services', '9c0db402619a46a2bd2a4b36050c7e4a:04-26-2024-15:23:02:Juan:Gary:$280:cell phone bill', 'f53bdbfc73ce44a3b5bfd5fd46228f5e:04-26-2024-15:23:02:Mark:Jerome:$65:parking', '458aaa12fd0142adb3d8189dc879aca3:04-26-2024-15:23:02:Anthony:Kelly:$326:happy hour', 'a04d463f5cb146e7b8f3df255c48f0cf:04-26-2024-15:23:02:Doug:Mark:$243:drinks', 'a250df6ac3a64825aaea462cdf6392e0:04-26-2024-15:23:02:Tamara:Tyson:$147:daycare']"
21,04-26-2024-15:23:02,4b2fa75e5df69a386c5d289a6c15dacf7674bdfcbe3d12dd4cb6154758e81d9a,405af8191bb722a69dbbc11464457e051cd0fcbcdc9b0f095486c19e938a6af3,"['ef8ab6b5940e41e8ad6a2eb0e8c37117:04-26-2024-15:23:02:Anthony:Tracy:$212:services', 'bbaecd92ce7e4f05bfb2811655638e5f:04-26-2024-15:23:02:Alexis:Rick:$335:baby sitting', '6baa260746f745498d0308799c1e642f:04-26-2024-15:23:02:Tracy:Miguel:$206:happy hour', 'ae40cee3d93045e7a59d46e4cb43fad3:04-26-2024-15:23:02:Doug:Susan:$102:dog sitting', '4f7451917ef845b7a9cd349927000678:04-26-2024-15:23:02:Amber:Alexis:$187:water bill', '564d8ac82a9545639893a1ef6471f1c6:04-26-2024-15:23:02:Tonya:Kelly:$237:sushi', '4a9ecc97fa6c48d8b26572bf95a47fac:04-26-2024-15:23:02:Jacob:Hugh:$179:water bill', '29bfd253797d4496bd3a9c9cca3b019e:04-26-2024-15:23:02:Gary:Jerome:$88:services', '444320d011fa475da0ffbbfaadc2834d:04-26-2024-15:23:02:Alexis:Jacob:$110:daycare', '0dc73fba06a3427481a02c3034bc6497:04-26-2024-15:23:02:Tyson:Amber:$246:food', 'f32855d1f4de4da18b1372ee9d36202e:04-26-2024-15:23:02:Anthony:Alice:$233:cell phone bill', '77629b070b0e4e0090431ad35f06abf3:04-26-2024-15:23:02:Susan:Alexis:$233:coffee', '10532906f07b420cb0ae809511a09f33:04-26-2024-15:23:02:Jerome:Rebecca:$34:daycare', 'd7727f029ed14fa784b1090950061b96:04-26-2024-15:23:02:Susan:Anthony:$329:daycare', 'fd727a6210c443bbaf105fe7bcd6d9c4:04-26-2024-15:23:02:Bob:Jerome:$143:fantasy football', 'b70ebcab3fd04ac5bb60523ad3550ddc:04-26-2024-15:23:02:Jerome:Amy:$237:food']"
22,04-26-2024-15:23:02,0b285c689a286cdcc29520fb79b86a19ea3d087716dd356f0044e2aa0483e9f9,4b2fa75e5df69a386c5d289a6c15dacf7674bdfcbe3d12dd4cb6154758e81d9a,"['6df853067c234e18b2a5b6b12d943f0e:04-26-2024-15:23:02:Susan:Kelly:$84:dog sitting', '7ec65129e6f54e69a020288f18e15287:04-26-2024-15:23:02:Tamara:Kelly:$38:tacos', '2317850d060a42948356be6f6aec0aea:04-26-2024-15:23:02:Jose:Susan:$82:water bill', '7458a9bfb1354342a34954412b4b48c2:04-26-2024-15:23:02:Doug:Jacob:$37:tacos', 'c84908d6e01f411393ad02af882b7228:04-26-2024-15:23:02:Jacob:Tracy:$290:sushi', '01f9d05b8e7a43aa83634dfe0efe3d83:04-26-2024-15:23:02:Gary:Jacob:$268:cell phone bill', 'd0d94cf0b00f4e2299d19cfc8bfe6df0:04-26-2024-15:23:02:Jose:Jerome:$49:drinks', 'f509abae9fb54e81976b9c8a0fa072fa:04-26-2024-15:23:02:Tonya:Susan:$332:pizza', '5fbcedf88001436d8c222944eac7d2db:04-26-2024-15:23:02:Hugh:Jose:$271:dog sitting', 'd484e315aa55487089aa602368a81ef3:04-26-2024-15:23:02:Jerome:Gary:$147:fantasy football', 'b7302438b3ab4efab974926d3dce6801:04-26-2024-15:23:02:Amber:Gary:$116:piano lessons', '00f2619f5bc04efdb838932726c6daee:04-26-2024-15:23:02:Hugh:Steve:$25:coffee', 'fa9e65044acf4cc6b90c5caf4c54b658:04-26-2024-15:23:02:Tonya:Jose:$118:tacos', 'bd7789729c6247e89adbbe82cf1281cc:04-26-2024-15:23:02:Rebecca:Tracy:$302:drinks', '43e775019c4341c9b14cfeae8b985312:04-26-2024-15:23:02:Rick:Hugh:$121:piano lessons', '5afccdf545fb43b895e5b7245e559daf:04-26-2024-15:23:02:Gary:Hugh:$341:power bill', '10690c8a689843d393e6acf322ee051a:04-26-2024-15:23:02:Jerome:Alexis:$153:happy hour', 'ca146423005a4ef79374f1ae8938fcf7:04-26-2024-15:23:02:Hugh:Mark:$269:tacos']"
23,04-26-2024-15:23:02,98bedf122abcbd67f8e6a62ac537d2ea4acd4a622f6041966148e2be79dc2523,0b285c689a286cdcc29520fb79b86a19ea3d087716dd356f0044e2aa0483e9f9,"['b6bc5ffc6dc0498fbdb0b362d139eb2d:04-26-2024-15:23:02:Doug:Hugh:$283:tacos', '5b2f1d7fe2514f1ebb00ee6e445ca8a2:04-26-2024-15:23:02:Amber:Hugh:$47:power bill', 'fa49931bf7044a4d919b2a779c709392:04-26-2024-15:23:02:Kelly:Amy:$221:concert tickets', '45149989a703482b985590234422023a:04-26-2024-15:23:02:Kelly:Miguel:$288:services', 'cbc15bc7441a406b8ec5fbee9189bef8:04-26-2024-15:23:02:Rick:Steve:$349:parking', '3fd5ce519a734eed9213396b6925f726:04-26-2024-15:23:02:Rick:Steve:$77:concert tickets', 'e28dac51f74a4bd7932334fd659fd835:04-26-2024-15:23:02:Amber:Tamara:$187:happy hour', 'f1dff2cbf4974ff8beeec2ad947813c0:04-26-2024-15:23:02:Steve:Simy:$253:daycare', '1bd1d623997c48edaeb6591d07a31814:04-26-2024-15:23:02:Hugh:Tyson:$235:rent', 'd488b6a29e414ef6a7038d6bf3116076:04-26-2024-15:23:02:Susan:Alexis:$319:pizza', 'f4c4e27f81b64cfd96379d229c342ecf:04-26-2024-15:23:02:Jacob:Kelly:$103:concert tickets', '724f5ef2612b4851ab2f4ce447ce9628:04-26-2024-15:23:02:Bob:Rick:$316:fantasy football', '9381fa60f40346de9f239643e9a35f21:04-26-2024-15:23:02:Susan:Alexis:$264:drinks', 'f4adb04ff31c49afbd6f30371151f6e7:04-26-2024-15:23:02:Rick:Tonya:$150:happy hour', '4c38f1cefd8547119469948f38b436a4:04-26-2024-15:23:02:Amber:Juan:$184:drinks', '9dfe1a288d1f4fc69bd2d5e742540489:04-26-2024-15:23:02:Tyson:Hugh:$288:coffee', '65028aa2748445a58e64e064f6cf3e4c:04-26-2024-15:23:02:Anthony:Juan:$92:fantasy football', '686d040c7db94b28a82302f1bb8b53cd:04-26-2024-15:23:02:Gary:Mark:$83:piano lessons']"
24,04-26-2024-15:23:03,6ba146695d84853adf3ffe21f30d1d81890ac6a3ee1040d26a51b3a466ed0d00,98bedf122abcbd67f8e6a62ac537d2ea4acd4a622f6041966148e2be79dc2523,"['88e98469f6c94465841cfddfa7d2e3f5:04-26-2024-15:23:03:Amber:Tonya:$183:services', 'be0be0bb9f0e44c9b2dc5c1f4d1a8d46:04-26-2024-15:23:03:Doug:Rebecca:$218:happy hour', 'f0cf5a541a674c5ab20461011a8bb679:04-26-2024-15:23:03:Jacob:Gary:$172:concert tickets', 'a659e12ba51a430fa5cf726746765f04:04-26-2024-15:23:03:Simy:Jacob:$221:sushi', '2bacec1d15484f3891eba8656a2604a7:04-26-2024-15:23:03:Susan:Steve:$134:drinks', '00d4aa8eca6243e392b684ec9bacfcb5:04-26-2024-15:23:03:Hugh:Simy:$127:sushi', '09cbfcea2b2c45558cd044464398d0ed:04-26-2024-15:23:03:Hugh:Tonya:$289:drinks', '6dc87adf47374173932408c211baa81f:04-26-2024-15:23:03:Steve:Gary:$316:pizza', '753c7d2cd77d4ba2b11eb9812a822b4a:04-26-2024-15:23:03:Steve:Tonya:$319:water bill', '295094d3980c49a3987f9d53707ef6da:04-26-2024-15:23:03:Hugh:Tonya:$41:concert tickets']"
25,04-26-2024-15:23:03,358ec109e66aead4d43c3d6648261468df4f15f22b6e38f2d3236740151a8ec5,6ba146695d84853adf3ffe21f30d1d81890ac6a3ee1040d26a51b3a466ed0d00,"['0db0d96bf7984bb9b4d227435ceb8df5:04-26-2024-15:23:03:Simy:Amy:$121:cell phone bill', '8382a5cd71834b48832ea6cfbefb80fc:04-26-2024-15:23:03:Steve:Tamara:$20:sushi', 'a0b5efc1466b4694a6dd7e4c07be19d6:04-26-2024-15:23:03:Mark:Alice:$308:coffee', 'b4448d54e9c945938b2cb3575f52b49d:04-26-2024-15:23:03:Gary:Alice:$217:baby sitting', '2aea1d5c84334a178e17b0ca6954c604:04-26-2024-15:23:03:Mark:Rick:$285:cell phone bill', '1aebf87c790c41968b337dea8078646d:04-26-2024-15:23:03:Jerome:Tyson:$98:happy hour', '1b530c2d32414726aed2f9843faf5fe5:04-26-2024-15:23:03:Anthony:Simy:$88:drinks', '330c3ba71e634238991b3861bc25a3bd:04-26-2024-15:23:03:Tyson:Amber:$293:fantasy football', '3667704704924121975a8e61d40f8101:04-26-2024-15:23:03:Kelly:Miguel:$70:swim lessons', '78b16c1374d44fdbaf1f501642fd2d65:04-26-2024-15:23:03:Rebecca:Gary:$300:water bill', '39c08f70160f49b79a1965057881515c:04-26-2024-15:23:03:Alexis:Amber:$12:coffee', '7e4a4dedac0747b7a0d724451bbc0e25:04-26-2024-15:23:03:Tracy:Jerome:$113:baby sitting']"
26,04-26-2024-15:23:03,49f64e60b5f5da8a2ea9329f27e90e6885f8f1fa9cb7118221b04d63ef51e774,358ec109e66aead4d43c3d6648261468df4f15f22b6e38f2d3236740151a8ec5,"['4d128387bec54c81be60b248a31a85fa:04-26-2024-15:23:03:Jerome:Rebecca:$339:concert tickets', '76e5f1062a104d8d82b5a2b3537dd7b7:04-26-2024-15:23:03:Rick:Amber:$42:daycare', 'acd440b842a14e13bef6314f1ec31060:04-26-2024-15:23:03:Bob:Susan:$35:services', '1f212c8d822a402ab7b0b7feb8b25118:04-26-2024-15:23:03:Jerome:Tamara:$88:fantasy football']"
27,04-26-2024-15:23:03,b494a210f9282845853e3fc6eed10ef3bff42e79ca02eb3ca51b5851647d6cf9,49f64e60b5f5da8a2ea9329f27e90e6885f8f1fa9cb7118221b04d63ef51e774,"['7cf0cbcf434747128307dc7e5c3ce591:04-26-2024-15:23:03:Simy:Gary:$124:dog sitting', '29945bb322ff47409133b12aad4a8139:04-26-2024-15:23:03:Tyson:Tamara:$222:water bill', 'a8f9830ee61d4c29a5f5ca780848a3b3:04-26-2024-15:23:03:Tracy:Steve:$196:coffee', 'd4d3105d15554acb8c03bf6743cb9849:04-26-2024-15:23:03:Tracy:Rebecca:$230:drinks', '8ef6c161110640258e39125dc3b9a602:04-26-2024-15:23:03:Gary:Rick:$44:happy hour', '699a4f0a30ea4028bcd93e3623d92d49:04-26-2024-15:23:03:Tonya:Tamara:$266:pizza', 'f60b6d38ce4940edba8986715ea966e5:04-26-2024-15:23:03:Hugh:Kelly:$261:power bill', '6870fc51b37e4c6484d16080cd3f07e2:04-26-2024-15:23:03:Susan:Simy:$338:pizza', '6f01f446117b4c40954ccddf80f02753:04-26-2024-15:23:03:Bob:Simy:$125:services', 'e51a31677fb04a719e01ad22e2629440:04-26-2024-15:23:03:Jose:Tonya:$76:coffee', '44c097ab71c44357a55e0ab1645cad45:04-26-2024-15:23:03:Alexis:Jacob:$165:rent', 'a1301ecf9ee349bb8057489bdc1defa9:04-26-2024-15:23:03:Mark:Steve:$184:daycare', 'f57200576bc74bd5bb6f72ee8de8c111:04-26-2024-15:23:03:Kelly:Hugh:$63:water bill', '8c96d38445f349a1801e0c9b16fd2c3d:04-26-2024-15:23:03:Susan:Rick:$192:rent', 'f14f610cc2274437b01ae764b12de510:04-26-2024-15:23:03:Tracy:Alice:$56:dog sitting', 'e75deccb3a194dd79ccfe54c97f8eb00:04-26-2024-15:23:03:Gary:Rebecca:$80:happy hour']"
28,04-26-2024-15:23:03,b6c5e313afd0667bd938706dfaa811fd9599cec302f1199426fa72c804cfd22e,b494a210f9282845853e3fc6eed10ef3bff42e79ca02eb3ca51b5851647d6cf9,"['fb46a66a46544e7e897e1ae5148e5ee9:04-26-2024-15:23:03:Jose:Kelly:$216:power bill', 'db841c1a68774598befca7f66b1e2d34:04-26-2024-15:23:03:Anthony:Jacob:$27:water bill', 'e5fbc4d6208e4452903625e1296aa94b:04-26-2024-15:23:03:Alexis:Susan:$213:tacos', '0436183098704addbb601b6204e704fe:04-26-2024-15:23:03:Miguel:Kelly:$294:fantasy football', '4646557e051c48fe93db581620b6f026:04-26-2024-15:23:03:Simy:Miguel:$250:coffee', '5dc24b3de53a4c7f941f43e1ae933704:04-26-2024-15:23:03:Tamara:Gary:$202:dog sitting', 'dd792d9cba704736964cfd7e9f624732:04-26-2024-15:23:03:Miguel:Tracy:$178:baby sitting', '788b53e16f574a62a44c887715a74591:04-26-2024-15:23:03:Jacob:Steve:$280:water bill', '5a260dcf587b4f398ca3aa67abe66178:04-26-2024-15:23:03:Tonya:Gary:$347:fantasy football', 'ff61bc7593dc4d54bc3f4d1c17a77944:04-26-2024-15:23:03:Jose:Hugh:$128:food', '1ccb7f38656d43ec8535c89661287c73:04-26-2024-15:23:03:Mark:Bob:$145:daycare']"
29,04-26-2024-15:23:03,b271a6ef67609cfb7020adb93a98de8431a1b5bb46e55d27849deb303dd332e8,b6c5e313afd0667bd938706dfaa811fd9599cec302f1199426fa72c804cfd22e,"['01b596bcec8f4ebea5c43f4fcaefc67e:04-26-2024-15:23:03:Alice:Jacob:$104:concert tickets', '020e455a253a49ad94bafda9292e7470:04-26-2024-15:23:03:Simy:Hugh:$271:parking', 'e09cac662e5448d0995ad3dcea0382e8:04-26-2024-15:23:03:Miguel:Doug:$187:drinks', 'aeb7b11b19a145779b2c675aa2d8cda5:04-26-2024-15:23:03:Tyson:Hugh:$218:cell phone bill', '64ab13b25edb45e4a00f4abdebeb6f88:04-26-2024-15:23:03:Jose:Mark:$320:baby sitting', '267d35bd61ab41e7b0bbe3b6ec0ad89d:04-26-2024-15:23:03:Alexis:Doug:$221:daycare', '55e67bf475174511ac7dc4b18bf6f8a7:04-26-2024-15:23:03:Alexis:Tyson:$115:food']"
30,04-26-2024-15:23:03,674d2457a0a5c16c3139009d82012ed5a3767f48efd5e567f7eefdfe783bbf4d,b271a6ef67609cfb7020adb93a98de8431a1b5bb46e55d27849deb303dd332e8,"['7d886eccdaa14d469aa52167deae17a9:04-26-2024-15:23:03:Steve:Mark:$170:swim lessons', '395012ca845049cda85b44a1d1fe7685:04-26-2024-15:23:03:Doug:Steve:$208:parking', '27289676d93041458c56e0bb08a0c17e:04-26-2024-15:23:03:Miguel:Rick:$189:food', 'a47986f186c94b35bd9471b188364bda:04-26-2024-15:23:03:Anthony:Bob:$329:pizza']"
31,04-26-2024-15:23:03,d0be5677690fdb3a0fc2f2888c40536049b0aba1b323ed31c6111831f6ae45a5,674d2457a0a5c16c3139009d82012ed5a3767f48efd5e567f7eefdfe783bbf4d,"['36e7b7cd9bda4e3d8f5a4c61a11a36aa:04-26-2024-15:23:03:Anthony:Jacob:$303:sushi', '361a5d7dbbeb44fc8f8c16d96874603a:04-26-2024-15:23:03:Tracy:Jacob:$10:dog sitting', '2b7a5da90dbb419e83ff64322e12dda4:04-26-2024-15:23:03:Jacob:Tyson:$133:services', '7818e68771504bed8224be385d105fb2:04-26-2024-15:23:03:Tonya:Doug:$175:swim lessons', 'fbcc45bc27184eeb85c30792366cb61b:04-26-2024-15:23:03:Amber:Jose:$82:food', '72dd1cbd75664a71be88d63bf1f0a5e8:04-26-2024-15:23:03:Amy:Alice:$47:piano lessons', '654cc5c2518e4769bbbee8bf4a025308:04-26-2024-15:23:03:Alexis:Bob:$211:parking', '57bf283fc7224cf2b49cfd003f252faf:04-26-2024-15:23:03:Jacob:Miguel:$329:baby sitting', 'c198f5e8c55644c98ed7d192b86efa96:04-26-2024-15:23:03:Kelly:Doug:$116:cell phone bill', 'b976969e5c314d09b9a7fcc06ce5d7f3:04-26-2024-15:23:03:Anthony:Mark:$296:services', '4ab816a24fea45fb9981cda075ca69c9:04-26-2024-15:23:03:Hugh:Bob:$238:water bill', 'ebb8e324047042e9ba7157cf9ff07ffd:04-26-2024-15:23:03:Rick:Alexis:$81:drinks', '2e4da94666c945f6b8ccd370e2f14428:04-26-2024-15:23:03:Jose:Tamara:$188:coffee', 'a38aa86d2a0a4faebf187601bb43fc39:04-26-2024-15:23:03:Mark:Anthony:$90:food', '4516be53756647b0877e5bb7176b9e68:04-26-2024-15:23:03:Tracy:Bob:$324:rent', '61c979ad4eb048698c46725653e8f274:04-26-2024-15:23:03:Tamara:Bob:$197:sushi', 'efe6f3eb34dc4adfa867dbe8888a09d7:04-26-2024-15:23:03:Alexis:Amber:$231:happy hour', '8841064237d14134a2c640ee8069bfbb:04-26-2024-15:23:03:Gary:Susan:$108:coffee', 'a69d966a31694fef959daed220884e71:04-26-2024-15:23:03:Steve:Anthony:$54:concert tickets']"
32,04-26-2024-15:23:03,cabb08fe2b329154068836968ccdf3b6e11f0808d673d069fb82e3de54ae7315,d0be5677690fdb3a0fc2f2888c40536049b0aba1b323ed31c6111831f6ae45a5,"['661d8d8353934daab43537caa4002933:04-26-2024-15:23:03:Tracy:Rebecca:$292:drinks', '9700cfde5d2f473787aea731dbfcad07:04-26-2024-15:23:03:Juan:Hugh:$27:tacos', 'b0e5086f690340bca17a4cd9ee9444c0:04-26-2024-15:23:03:Alice:Tonya:$227:services']"
33,04-26-2024-15:23:03,b61df853d147aa233e685b814e10b4db4934818b745469a2c74f7d73f50c7f7d,cabb08fe2b329154068836968ccdf3b6e11f0808d673d069fb82e3de54ae7315,"['a3de9a43628743c9a3699587b037716b:04-26-2024-15:23:03:Alice:Bob:$53:daycare', '9e4b492c8e074bdfb7927c9f5b4fad1b:04-26-2024-15:23:03:Juan:Susan:$97:services', '48289fd33b1a4261b20dbb0d9756cb7d:04-26-2024-15:23:03:Rick:Tonya:$273:dog sitting', 'f341228a402c4057bf55b536965c1158:04-26-2024-15:23:03:Rick:Alexis:$110:happy hour', 'd66d420c03c54cb3b5bcc393cdc92648:04-26-2024-15:23:03:Gary:Tracy:$291:dog sitting', '81f782ec00d54f09a0ab7beba6c354bc:04-26-2024-15:23:03:Rick:Susan:$124:coffee', '791730dac2f647af9c00ecce5413e26f:04-26-2024-15:23:03:Tyson:Gary:$123:sushi', '212fc465e1c24e3d80ea982ac849f6fd:04-26-2024-15:23:03:Miguel:Juan:$79:daycare', '53775187721e4de9b4ab560ea450ccff:04-26-2024-15:23:03:Anthony:Tamara:$29:daycare', '06eae50f1a8540268b4df43dc01bcf44:04-26-2024-15:23:03:Juan:Amber:$318:baby sitting', '5f880a1cdd3241df914e8c6cab5d34d5:04-26-2024-15:23:03:Jacob:Miguel:$155:swim lessons', '31973f93135b444f852584b810d9d778:04-26-2024-15:23:03:Anthony:Kelly:$347:concert tickets']"
34,04-26-2024-15:23:03,4a3dbb06e551ed60ff931917c7632bebd1d770bc2ea167f3726ec28dcfe47996,b61df853d147aa233e685b814e10b4db4934818b745469a2c74f7d73f50c7f7d,"['a5e0552cb51045eb9f4e9508a344c8e0:04-26-2024-15:23:03:Steve:Amber:$31:services', '0f14aa19a07f4cf6953617588371703e:04-26-2024-15:23:03:Tracy:Rick:$159:fantasy football', '4595d7d4225740a7b81069a5b7b03b51:04-26-2024-15:23:03:Gary:Jerome:$161:dog sitting', 'ed81abfb94ba4d6d9a50054fc9bcdd47:04-26-2024-15:23:03:Tracy:Amber:$141:food', '0b00504f8bd04086a8d5a1a5462f6960:04-26-2024-15:23:03:Amy:Jerome:$265:daycare', 'c25206ec77e2495c9f1cc46692825b79:04-26-2024-15:23:03:Tracy:Tonya:$98:coffee', 'ab4c856b7c9c4b27963e009a50d13ccd:04-26-2024-15:23:03:Bob:Amber:$225:cell phone bill', '16aef99ca0524505bad9301e66e5e434:04-26-2024-15:23:03:Anthony:Tracy:$346:tacos', '9688050aa55b464e8dc6b5ac56849a76:04-26-2024-15:23:03:Jerome:Tracy:$216:cell phone bill', '637e4f1865864b48942aff10178057bd:04-26-2024-15:23:03:Alice:Bob:$327:water bill', 'c0a56d20f7984f65b7913dfe2360762b:04-26-2024-15:23:03:Gary:Jose:$171:drinks', 'b63cea3309b74ac79b94be17bd8c8737:04-26-2024-15:23:03:Juan:Tyson:$149:services', '801ab7c0e09f4166a3a4e498d9b73c72:04-26-2024-15:23:03:Alexis:Jose:$298:happy hour', 'a7f6a162fcef4ce7b0ec19952ca0b140:04-26-2024-15:23:03:Kelly:Steve:$322:rent', '3f0fc5a4255746a7b3239a521138c3e2:04-26-2024-15:23:03:Tonya:Tyson:$211:coffee']"
35,04-26-2024-15:23:03,319322c33ac8a0b2a70e1c1e2b7a7d803dcc4ab5818e36e641a9748a3452b584,4a3dbb06e551ed60ff931917c7632bebd1d770bc2ea167f3726ec28dcfe47996,"['c52a9eea49bd4ce5975ddd72ab925bfd:04-26-2024-15:23:03:Tracy:Bob:$176:piano lessons', 'de44b4d312b441a3aafa75b55fb79749:04-26-2024-15:23:03:Jacob:Hugh:$69:concert tickets', '15bdc92e8cec467b8ac6ac7718bcdb2b:04-26-2024-15:23:03:Tracy:Jacob:$118:baby sitting', '6e1ce727014648e9a32804f5501f8ddb:04-26-2024-15:23:03:Tracy:Alexis:$42:fantasy football', 'a9c1e3eb896340be8ca9b55215f39060:04-26-2024-15:23:03:Jerome:Alice:$137:daycare', 'ee21e55c502e4679aed8721226b5597d:04-26-2024-15:23:03:Susan:Tyson:$250:dog sitting', '928bf17940f043a28572e576a3f73d9b:04-26-2024-15:23:03:Kelly:Juan:$339:swim lessons', 'c4c686ed2a7d44698e57f92b8c47d6c9:04-26-2024-15:23:03:Bob:Tyson:$94:cell phone bill', '67e2f21829e94f31997630c062591e94:04-26-2024-15:23:03:Simy:Juan:$82:piano lessons']"
36,04-26-2024-15:23:03,cdddf0104cb79b527377a385f3ca3ece4fb65ed2a85c612769ba5b1cb1a095d1,319322c33ac8a0b2a70e1c1e2b7a7d803dcc4ab5818e36e641a9748a3452b584,"['ffe70b7195c64ffe825a6a6bcdcfe617:04-26-2024-15:23:03:Kelly:Jacob:$207:daycare', '364027719e5649f1895659ac482db88d:04-26-2024-15:23:03:Amy:Miguel:$97:food', 'c0fc3056bdbd4a5f9432808101589fe1:04-26-2024-15:23:03:Anthony:Amy:$19:rent', '7a534143d6e94c52bdc9b529b622b9e8:04-26-2024-15:23:03:Alice:Mark:$205:parking', 'eddeaa564cc14be0b32c78597ddce24b:04-26-2024-15:23:03:Alice:Susan:$315:swim lessons', '0abcb21ee8be43f4a55159c686ccee7a:04-26-2024-15:23:03:Tonya:Steve:$187:tacos', '1d12c315492b4ad3a51dfe56c5ebb764:04-26-2024-15:23:03:Juan:Susan:$78:food', '454eeeef830a4e5aa846fdf60e79b626:04-26-2024-15:23:03:Doug:Amy:$109:piano lessons', '55a3ad449b8b41e5aa07cab44e1dc870:04-26-2024-15:23:03:Miguel:Hugh:$197:sushi']"
37,04-26-2024-15:23:03,a2e00ec6d98e271a9282a7757a06936d227f2d57bb4c6abac7697fc1b12a25b5,cdddf0104cb79b527377a385f3ca3ece4fb65ed2a85c612769ba5b1cb1a095d1,"['64be31ce5187496e82bf977733904879:04-26-2024-15:23:03:Rick:Amy:$57:services', '87a5bfb69b974d87a2f07f242eaab7b3:04-26-2024-15:23:03:Mark:Anthony:$250:drinks', '400b96bfbfdf48559400cf5d38349f24:04-26-2024-15:23:03:Jerome:Rick:$10:concert tickets', '12e7200fc8e54383962d35db1a62cecb:04-26-2024-15:23:03:Tamara:Amber:$111:daycare', '4dc967267d304233b96ec22a47640d01:04-26-2024-15:23:03:Amy:Gary:$33:power bill', '85673d00267b42169ebd806d1d472753:04-26-2024-15:23:03:Anthony:Bob:$88:drinks', '21af372186df42a88deda571919f53bb:04-26-2024-15:23:03:Miguel:Jose:$144:power bill', '67274e48bc2d4c8ab6ed7b964a3df8ba:04-26-2024-15:23:03:Alice:Tamara:$317:daycare', '21ac7fdfdcc34bfdb3dc34c96b6eee88:04-26-2024-15:23:03:Doug:Juan:$328:coffee', '5ca600f4046943dd808fd79f0d6401a6:04-26-2024-15:23:03:Kelly:Jose:$18:daycare', '9cff7608580c4d5dac8d3b240545ff1f:04-26-2024-15:23:03:Susan:Anthony:$342:tacos', 'edeb7c1d0d6c420b904b4a116ef734b7:04-26-2024-15:23:03:Tyson:Doug:$338:coffee']"
